,location,BHK,total_sqft,bath,price
4829,Kundalahalli,3,1724.0,3.0,146.0
4830,Kundalahalli,3,1600.0,3.0,170.0
4832,Kundalahalli,3,1724.0,3.0,125.0
4833,Kundalahalli,2,1010.0,2.0,48.27
4834,Kundalahalli,2,1047.0,2.0,89.0
4835,Kundalahalli,4,2500.0,5.0,245.0
4836,Kundalahalli,3,1397.0,3.0,105.0
4838,Kundalahalli,2,1047.0,2.0,72.0
4839,Kundalahalli,2,1260.0,2.0,58.0
4840,Kundalahalli,4,3092.0,4.0,230.0
4841,Kundalahalli,2,1065.0,2.0,70.0
4842,Kundalahalli,3,1724.0,3.0,146.0
4843,Kundalahalli,2,1047.0,2.0,91.0
4844,Kundalahalli,3,1724.0,3.0,128.0
4845,Kundalahalli,2,1315.0,2.0,74.0
4846,Kundalahalli,3,2100.0,3.0,150.0
4847,Kundalahalli,3,1724.0,3.0,125.0
4848,Kundalahalli,3,1724.0,3.0,140.0
4849,Kundalahalli,2,1175.0,2.0,65.0
4851,LB Shastri Nagar,2,1043.0,2.0,55.0
4852,LB Shastri Nagar,2,1184.0,2.0,69.0
4853,LB Shastri Nagar,1,665.0,1.0,32.0
4854,LB Shastri Nagar,2,1250.0,2.0,48.5
4855,LB Shastri Nagar,3,1400.0,2.0,80.0
4856,LB Shastri Nagar,2,1184.0,2.0,62.0
4857,LB Shastri Nagar,2,1200.0,2.0,47.0
4858,LB Shastri Nagar,2,1200.0,2.0,75.0
4859,LB Shastri Nagar,2,1000.0,2.0,49.5
4860,Laggere,5,2800.0,5.0,125.0
4861,Laggere,3,1200.0,3.0,130.0
4862,Laggere,1,1200.0,1.0,125.0
4863,Laggere,2,1200.0,2.0,75.0
4864,Laggere,1,620.0,2.0,48.0
4865,Lakshminarayana Pura,2,1185.0,2.0,75.0
4866,Lakshminarayana Pura,3,1600.0,2.0,108.0
4867,Lakshminarayana Pura,2,1180.0,2.0,75.0
4868,Lakshminarayana Pura,2,1172.0,2.0,82.0
4869,Lakshminarayana Pura,2,1179.0,2.0,75.0
4870,Lakshminarayana Pura,2,1149.0,2.0,75.0
4871,Lakshminarayana Pura,2,1336.0,2.0,100.0
4872,Lakshminarayana Pura,2,1175.0,2.0,75.0
4873,Lakshminarayana Pura,2,1190.0,2.0,75.0
4874,Lakshminarayana Pura,2,1200.0,2.0,75.0
4875,Lakshminarayana Pura,2,1200.0,2.0,75.0
4876,Lakshminarayana Pura,2,1165.0,2.0,75.0
4877,Lakshminarayana Pura,2,1145.0,2.0,75.0
4878,Lakshminarayana Pura,3,1500.0,3.0,104.0
4879,Lakshminarayana Pura,2,1210.0,2.0,75.0
4880,Lakshminarayana Pura,2,1169.0,2.0,75.0
4881,Lakshminarayana Pura,2,1200.0,2.0,75.0
4882,Lakshminarayana Pura,2,1172.0,2.0,75.0
4883,Lakshminarayana Pura,2,1172.0,2.0,75.0
4884,Lakshminarayana Pura,2,1180.0,2.0,75.0
4885,Lakshminarayana Pura,2,1200.0,2.0,83.0
4886,Lakshminarayana Pura,2,1200.0,2.0,80.0
4887,Lakshminarayana Pura,2,1195.0,2.0,75.0
4888,Lakshminarayana Pura,2,1200.0,2.0,80.0
4889,Lingadheeranahalli,3,1521.0,3.0,95.0
4890,Lingadheeranahalli,3,1511.0,3.0,95.0
4891,Lingadheeranahalli,3,1683.0,3.0,109.0
4892,Lingadheeranahalli,3,1519.0,3.0,93.0
4893,Lingadheeranahalli,3,1521.0,3.0,94.99
4894,Lingadheeranahalli,3,1682.0,3.0,120.0
4895,Lingadheeranahalli,3,1521.0,3.0,94.71
4896,Lingadheeranahalli,3,1893.0,3.0,130.0
4897,Lingadheeranahalli,3,1705.0,3.0,110.0
4898,Lingadheeranahalli,4,2245.0,4.0,154.0
4899,Lingadheeranahalli,3,1682.0,3.0,113.0
4900,Lingadheeranahalli,3,1682.0,3.0,114.0
4901,Lingadheeranahalli,3,1506.0,3.0,95.0
4902,Lingadheeranahalli,3,1683.0,3.0,110.0
4903,Lingadheeranahalli,3,1684.0,3.0,120.0
4904,Lingadheeranahalli,4,2236.0,4.0,153.0
4905,Lingadheeranahalli,3,1894.0,4.0,114.0
4906,Lingadheeranahalli,4,2240.0,4.0,160.0
4907,Magadi Road,6,3600.0,6.0,141.0
4908,Magadi Road,2,1116.0,2.0,50.0
4910,Magadi Road,2,884.0,2.0,41.1
4911,Magadi Road,2,1005.0,2.0,55.78
4912,Magadi Road,2,1000.0,2.0,46.5
4913,Magadi Road,4,1500.0,2.0,93.0
4915,Magadi Road,2,1345.0,2.0,55.0
4917,Magadi Road,5,5000.0,6.0,360.0
4918,Magadi Road,2,1116.0,2.0,51.89
4919,Magadi Road,3,1052.0,2.0,60.0
4920,Magadi Road,2,940.0,2.0,50.0
4921,Magadi Road,3,1318.0,2.0,68.0
4923,Magadi Road,2,884.0,2.0,48.0
4925,Mahadevpura,2,1150.0,2.0,52.0
4926,Mahadevpura,2,1250.0,2.0,52.0
4927,Mahadevpura,2,1260.0,2.0,57.6
4928,Mahadevpura,1,730.0,1.0,35.0
4929,Mahadevpura,3,1434.0,2.0,67.39
4930,Mahadevpura,2,1146.0,2.0,53.8
4931,Mahadevpura,2,1532.0,2.0,62.0
4932,Mahadevpura,3,1620.0,2.0,76.0
4933,Mahadevpura,2,1136.0,2.0,64.5
4934,Mahadevpura,3,1400.0,2.0,65.8
4935,Mahadevpura,2,1137.0,2.0,53.4
4936,Mahadevpura,3,1601.0,3.0,95.0
4937,Mahadevpura,3,1450.0,3.0,75.0
4938,Mahadevpura,2,1152.0,2.0,54.0
4939,Mahadevpura,2,1212.0,2.0,56.9
4941,Mahadevpura,3,1505.0,3.0,78.0
4942,Mahadevpura,3,1500.0,2.0,70.0
4943,Mahadevpura,2,1236.0,2.0,58.0
4944,Mahadevpura,2,1236.0,2.0,58.0
4945,Mahadevpura,2,1120.0,2.0,53.0
4946,Mahalakshmi Layout,4,1575.0,5.0,158.0
4947,Mahalakshmi Layout,2,1105.0,2.0,80.0
4948,Mahalakshmi Layout,4,1200.0,3.0,160.0
4949,Mahalakshmi Layout,3,1200.0,2.0,110.0
4950,Mahalakshmi Layout,3,1876.0,3.0,150.0
4951,Mallasandra,3,1665.0,3.0,95.0
4952,Mallasandra,3,1665.0,3.0,86.58
4953,Mallasandra,2,1340.0,2.0,61.0
4954,Mallasandra,2,1325.0,2.0,70.0
4955,Mallasandra,3,1665.0,3.0,86.91
4956,Mallasandra,2,1325.0,2.0,70.0
4957,Mallasandra,2,905.0,2.0,40.0
4958,Mallasandra,2,1325.0,2.0,65.0
4959,Mallasandra,2,1325.0,2.0,73.0
4960,Mallasandra,2,1565.0,2.0,69.0
4961,Mallasandra,2,905.0,2.0,35.0
4963,Mallasandra,3,1100.0,2.0,76.3
4964,Malleshpalya,2,1140.0,2.0,46.5
4965,Malleshpalya,2,1225.0,2.0,46.86
4967,Malleshpalya,2,1052.0,2.0,50.0
4968,Malleshpalya,3,1405.0,2.0,77.0
4969,Malleshpalya,2,1065.0,2.0,50.0
4970,Malleshpalya,2,1210.0,2.0,55.0
4972,Malleshpalya,2,1060.0,2.0,40.0
4973,Malleshpalya,3,1430.0,2.0,69.5
4974,Malleshpalya,2,1421.0,2.0,90.0
4975,Malleshpalya,2,1245.0,2.0,55.0
4976,Malleshpalya,2,1200.0,2.0,46.0
4977,Malleshpalya,2,1225.0,2.0,52.0
4978,Malleshwaram,1,705.0,1.0,67.0
4979,Malleshwaram,7,12000.0,7.0,2200.0
4980,Malleshwaram,4,2500.0,5.0,325.0
4981,Malleshwaram,3,2006.0,3.0,297.0
4982,Malleshwaram,1,686.0,1.0,62.5
4983,Malleshwaram,3,2475.0,4.0,332.0
4984,Malleshwaram,3,2610.0,3.0,399.0
4985,Malleshwaram,3,2475.0,4.0,320.0
4986,Malleshwaram,2,900.0,2.0,95.0
4987,Malleshwaram,2,1420.0,2.0,158.0
4988,Malleshwaram,3,2000.0,3.0,250.0
4989,Malleshwaram,3,2215.0,3.0,275.0
4991,Malleshwaram,3,2475.0,4.0,300.0
4992,Malleshwaram,3,2345.0,2.0,293.0
4994,Malleshwaram,3,2215.0,4.0,310.0
4995,Malleshwaram,1,480.0,1.0,60.0
4996,Malleshwaram,2,1290.0,2.0,120.0
4997,Malleshwaram,3,2475.0,4.0,326.0
4998,Malleshwaram,3,2476.0,3.0,337.0
4999,Malleshwaram,2,900.0,2.0,90.0
5001,Malleshwaram,3,2050.0,4.0,270.0
5002,Malleshwaram,2,900.0,2.0,72.0
5003,Malleshwaram,1,620.0,1.0,86.8
5004,Malleshwaram,2,600.0,1.0,68.0
5005,Malleshwaram,3,2475.0,4.0,337.0
5006,Malleshwaram,3,2215.0,3.0,275.0
5007,Malleshwaram,3,2215.0,3.0,330.0
5009,Malleshwaram,2,1020.0,2.0,80.0
5010,Malleshwaram,2,600.0,1.0,90.0
5011,Malleshwaram,3,2200.0,3.0,275.0
5012,Malleshwaram,3,2475.0,4.0,326.0
5013,Malleshwaram,2,1500.0,2.0,140.0
5014,Malleshwaram,3,2475.0,4.0,340.0
5015,Malleshwaram,2,1400.0,2.0,190.0
5016,Malleshwaram,3,2475.0,4.0,300.0
5017,Malleshwaram,3,2400.0,3.0,380.0
5018,Malleshwaram,1,580.0,1.0,45.0
5019,Malleshwaram,2,1410.0,2.0,125.0
5022,Marathahalli,2,1220.0,2.0,57.0
5023,Marathahalli,2,1200.0,2.0,52.0
5024,Marathahalli,2,1200.0,2.0,60.0
5025,Marathahalli,3,1933.0,3.0,140.0
5026,Marathahalli,2,950.0,2.0,46.96
5027,Marathahalli,2,1230.0,2.0,80.0
5028,Marathahalli,4,3800.0,4.0,250.0
5029,Marathahalli,2,1019.0,2.0,49.85
5030,Marathahalli,2,1215.0,2.0,67.0
5031,Marathahalli,4,2181.0,3.0,152.0
5032,Marathahalli,2,1170.0,2.0,53.0
5033,Marathahalli,2,1019.0,2.0,49.86
5034,Marathahalli,2,1325.0,2.0,71.55
5035,Marathahalli,2,1220.0,2.0,56.5
5037,Marathahalli,2,1152.0,2.0,56.0
5038,Marathahalli,3,1610.0,3.0,90.0
5039,Marathahalli,2,1146.0,2.0,70.0
5041,Marathahalli,3,1469.0,3.0,89.0
5046,Marathahalli,4,2519.0,5.0,185.0
5048,Marathahalli,2,957.0,2.0,46.9
5049,Marathahalli,3,1583.0,3.0,105.0
5050,Marathahalli,4,2524.0,5.0,190.0
5054,Marathahalli,2,1071.0,2.0,52.25
5055,Marathahalli,2,1215.0,2.0,58.86
5056,Marathahalli,2,1102.0,2.0,53.67
5057,Marathahalli,3,1900.0,3.0,123.0
5058,Marathahalli,2,1045.0,2.0,60.0
5060,Marathahalli,2,1215.0,2.0,58.86
5061,Marathahalli,2,1365.0,2.0,73.0
5066,Marathahalli,2,1208.0,2.0,70.0
5067,Marathahalli,2,1325.0,1.0,92.0
5068,Marathahalli,3,1525.0,3.0,90.0
5069,Marathahalli,3,1937.0,3.0,140.0
5070,Marathahalli,3,1550.0,3.0,83.0
5071,Marathahalli,2,1350.0,2.0,86.0
5072,Marathahalli,2,957.0,2.0,47.0
5074,Marathahalli,2,1230.0,2.0,57.0
5075,Marathahalli,2,1200.0,2.0,58.0
5077,Marathahalli,1,607.0,1.0,35.0
5078,Marathahalli,3,1583.0,3.0,109.0
5079,Marathahalli,2,1075.0,2.0,52.43
5080,Marathahalli,2,1360.0,2.0,103.0
5081,Marathahalli,2,1220.0,2.0,58.5
5082,Marathahalli,2,950.0,2.0,45.68
5083,Marathahalli,1,615.0,1.0,44.0
5084,Marathahalli,3,1595.0,3.0,90.0
5085,Marathahalli,2,1350.0,2.0,89.0
5086,Marathahalli,2,1020.0,2.0,57.0
5087,Marathahalli,2,1600.0,3.0,88.0
5088,Marathahalli,1,780.0,1.0,55.0
5089,Marathahalli,3,1710.0,3.0,100.0
5091,Marathahalli,2,1358.0,2.0,81.0
5092,Marathahalli,2,1205.0,2.0,75.0
5093,Marathahalli,3,1730.0,3.0,110.0
5094,Marathahalli,3,1583.0,3.0,115.0
5095,Marathahalli,2,1200.0,2.0,67.0
5096,Marathahalli,2,1095.0,2.0,60.0
5097,Marathahalli,2,1060.0,2.0,48.0
5098,Marathahalli,2,1050.0,2.0,65.0
5099,Marathahalli,2,1102.0,2.0,53.67
5100,Marathahalli,2,1026.0,2.0,49.95
5103,Marathahalli,2,1220.0,2.0,59.0
5104,Marathahalli,2,881.0,2.0,48.06
5106,Marathahalli,3,1710.0,3.0,100.0
5107,Marathahalli,3,1680.0,3.0,105.0
5108,Marathahalli,3,1910.0,3.0,119.0
5109,Marathahalli,2,1602.0,2.0,104.0
5110,Marathahalli,1,700.0,1.0,38.0
5111,Marathahalli,3,1469.0,3.0,89.0
5113,Marathahalli,3,1690.0,3.0,116.0
5114,Marathahalli,2,1065.0,2.0,55.0
5115,Marathahalli,3,1693.0,3.0,125.0
5116,Marathahalli,3,1693.0,3.0,125.0
5117,Marathahalli,2,1196.0,2.0,57.9
5118,Marathahalli,3,1595.0,3.0,88.0
5119,Marathahalli,3,2122.0,3.0,125.0
5120,Marathahalli,3,1730.0,3.0,115.0
5123,Marathahalli,2,1125.0,2.0,55.0
5124,Marathahalli,3,1950.0,3.0,115.0
5125,Marathahalli,2,1250.0,2.0,68.0
5126,Marathahalli,2,1125.0,2.0,56.8
5127,Marathahalli,2,1350.0,2.0,90.0
5128,Marathahalli,2,1200.0,2.0,53.0
5129,Marathahalli,4,2500.0,5.0,175.0
5130,Marathahalli,2,957.0,2.0,47.0
5133,Marathahalli,2,1350.0,2.0,60.0
5134,Marathahalli,4,3400.0,4.0,235.0
5135,Marathahalli,2,1350.0,2.0,99.0
5137,Marathahalli,2,1285.0,2.0,55.0
5138,Marathahalli,4,2500.0,5.0,181.0
5139,Marathahalli,4,3800.0,4.0,235.0
5140,Marathahalli,4,3951.0,4.0,230.0
5141,Marathahalli,2,1125.0,2.0,54.8
5142,Marathahalli,3,1700.0,3.0,126.0
5144,Marathahalli,2,1270.0,2.0,73.0
5146,Marathahalli,2,950.0,2.0,46.7
5147,Marathahalli,3,1550.0,3.0,85.0
5148,Marathahalli,2,1019.0,2.0,49.86
5149,Marathahalli,2,1144.0,2.0,65.0
5150,Marathahalli,2,1240.0,2.0,55.0
5151,Marathahalli,1,1100.0,2.0,75.0
5152,Marathahalli,2,1156.0,2.0,52.0
5153,Marathahalli,4,2524.0,5.0,180.0
5154,Marathahalli,2,1135.0,2.0,60.0
5155,Marathahalli,3,1839.0,3.0,130.0
5156,Marathahalli,2,1170.0,2.0,85.0
5157,Marathahalli,2,1102.0,2.0,53.67
5158,Marathahalli,3,1108.0,2.0,60.0
5159,Marathahalli,3,1449.0,3.0,110.0
5160,Marathahalli,2,1360.0,2.0,101.0
5161,Marathahalli,2,1026.0,2.0,50.18
5164,Marathahalli,2,1270.0,2.0,80.0
5165,Marathahalli,2,1100.0,2.0,50.0
5166,Marathahalli,2,1196.0,2.0,57.95
5168,Marathahalli,3,1485.0,2.0,90.0
5169,Marathahalli,2,1146.0,2.0,69.0
5170,Margondanahalli,2,1090.0,2.0,58.0
5171,Margondanahalli,2,1200.0,2.0,58.5
5172,Margondanahalli,2,1200.0,2.0,67.0
5174,Margondanahalli,2,1000.0,2.0,57.0
5176,Margondanahalli,2,600.0,2.0,35.0
5177,Margondanahalli,2,1200.0,2.0,69.0
5178,Margondanahalli,2,900.0,2.0,49.0
5179,Margondanahalli,2,1140.0,2.0,60.0
5180,Margondanahalli,2,1100.0,2.0,55.0
5181,Margondanahalli,2,1152.0,1.0,66.0
5183,Margondanahalli,2,1200.0,2.0,65.0
5184,Margondanahalli,2,1050.0,2.0,58.0
5185,Margondanahalli,2,1160.0,2.0,65.0
5186,Margondanahalli,2,1334.0,2.0,67.76
5187,Marsur,4,1800.0,4.0,145.0
5188,Marsur,3,1200.0,3.0,90.0
5189,Marsur,3,1200.0,3.0,120.0
5190,Mico Layout,9,5000.0,9.0,210.0
5191,Mico Layout,3,1550.0,2.0,65.0
5192,Mico Layout,2,1125.0,2.0,40.0
5193,Mico Layout,2,1190.0,2.0,39.25
5194,Mico Layout,1,800.0,1.0,29.5
5195,Mico Layout,3,1250.0,2.0,44.0
5196,Mico Layout,2,1171.0,2.0,39.0
5197,Mico Layout,2,1200.0,2.0,53.5
5198,Mico Layout,3,1670.0,3.0,59.0
5199,Mico Layout,2,1140.0,2.0,43.0
5200,Munnekollal,2,1170.0,2.0,52.0
5201,Munnekollal,2,1102.0,2.0,53.67
5202,Munnekollal,3,1390.0,3.0,68.0
5203,Munnekollal,2,1200.0,2.0,49.5
5204,Munnekollal,2,950.0,2.0,46.5
5205,Munnekollal,3,1560.0,3.0,75.0
5206,Munnekollal,3,1750.0,3.0,86.5
5207,Munnekollal,3,1385.0,2.0,66.5
5208,Munnekollal,2,1080.0,2.0,45.0
5209,Munnekollal,2,1170.0,2.0,59.0
5211,Munnekollal,3,1200.0,2.0,57.9
5212,Munnekollal,2,1030.0,2.0,50.36
5213,Murugeshpalya,2,1296.0,2.0,81.0
5214,Murugeshpalya,3,1550.0,3.0,74.0
5215,Murugeshpalya,3,1845.0,3.0,91.0
5216,Murugeshpalya,2,1185.0,2.0,85.0
5217,Murugeshpalya,2,1225.0,2.0,48.0
5218,Murugeshpalya,3,1930.0,3.0,75.0
5219,Murugeshpalya,3,1600.0,2.0,65.0
5220,Murugeshpalya,3,1344.0,2.0,56.0
5221,Murugeshpalya,3,1500.0,2.0,70.0
5222,Murugeshpalya,3,1855.0,3.0,96.0
5223,Murugeshpalya,2,1175.0,2.0,75.0
5224,Mysore Road,2,1175.0,2.0,73.5
5225,Mysore Road,3,1710.0,4.0,91.31
5226,Mysore Road,2,1020.0,2.0,48.95
5227,Mysore Road,2,1175.0,2.0,73.5
5228,Mysore Road,2,1070.0,2.0,45.0
5229,Mysore Road,2,1239.0,2.0,53.0
5230,Mysore Road,2,1060.0,2.0,62.0
5231,Mysore Road,2,980.0,2.0,45.47
5232,Mysore Road,2,883.0,2.0,40.0
5233,Mysore Road,3,1525.0,3.0,96.0
5234,Mysore Road,2,1200.0,2.0,65.0
5238,Mysore Road,2,883.0,2.0,40.95
5239,Mysore Road,2,1070.0,2.0,49.65
5241,Mysore Road,2,883.0,2.0,50.0
5242,Mysore Road,2,1155.0,2.0,51.0
5243,Mysore Road,2,1003.0,2.0,43.0
5244,Mysore Road,2,1237.0,2.0,73.0
5245,Mysore Road,2,883.0,2.0,45.0
5246,Mysore Road,2,1170.0,2.0,65.0
5247,Mysore Road,2,1029.5,2.0,50.855
5248,Mysore Road,2,940.0,2.0,43.61
5250,Mysore Road,2,1020.0,2.0,48.95
5251,Mysore Road,3,1568.0,2.0,100.0
5253,Mysore Road,3,1560.0,2.0,83.3
5254,Mysore Road,2,1175.0,2.0,70.5
5255,Mysore Road,3,1080.0,2.0,60.0
5257,Mysore Road,2,883.0,2.0,37.0
5259,NGR Layout,2,1020.0,2.0,45.9
5260,NGR Layout,2,1105.0,2.0,49.73
5261,NGR Layout,2,1022.0,2.0,45.9
5262,NGR Layout,2,1020.0,2.0,45.0
5263,NGR Layout,2,1019.0,2.0,45.9
5264,NGR Layout,2,1020.0,2.0,46.0
5265,NGR Layout,2,1021.0,2.0,46.0
5266,NGR Layout,2,1021.0,2.0,45.9
5267,NRI Layout,3,1565.0,2.0,75.0
5268,NRI Layout,5,2500.0,5.0,130.0
5269,NRI Layout,2,1125.0,2.0,45.56
5270,NRI Layout,4,2150.0,4.0,115.0
5271,NRI Layout,2,1250.0,2.0,75.0
5272,NRI Layout,3,1789.0,3.0,75.0
5273,NRI Layout,3,1731.0,3.0,64.11
5274,NRI Layout,2,2400.0,2.0,125.0
5275,Nagadevanahalli,2,1080.0,2.0,39.0
5276,Nagadevanahalli,2,1090.0,2.0,36.0
5277,Nagadevanahalli,3,1250.0,2.0,65.0
5278,Nagadevanahalli,2,2400.0,2.0,135.0
5279,Nagadevanahalli,3,1240.0,2.0,65.0
5280,Nagadevanahalli,3,1240.0,2.0,65.0
5281,Naganathapura,2,1001.0,2.0,33.03
5282,Naganathapura,2,1103.0,2.0,55.0
5283,Naganathapura,2,1143.0,2.0,62.0
5284,Naganathapura,2,2260.0,3.0,80.0
5285,Naganathapura,1,600.0,1.0,33.0
5286,Naganathapura,3,1451.0,3.0,68.0
5287,Naganathapura,1,1200.0,1.0,39.82
5288,Nagappa Reddy Layout,2,1209.0,2.0,50.0
5289,Nagappa Reddy Layout,2,1100.0,2.0,43.5
5290,Nagappa Reddy Layout,3,1495.0,2.0,65.0
5291,Nagappa Reddy Layout,3,1820.0,3.0,79.5
5292,Nagappa Reddy Layout,3,1350.0,3.0,60.0
5293,Nagappa Reddy Layout,3,1495.0,2.0,70.0
5295,Nagarbhavi,3,1350.0,3.0,150.0
5296,Nagarbhavi,2,1200.0,2.0,150.0
5298,Nagarbhavi,3,2400.0,3.0,160.0
5299,Nagarbhavi,1,884.0,2.0,36.0
5300,Nagarbhavi,2,1055.0,2.0,55.0
5302,Nagarbhavi,2,1223.0,2.0,60.0
5303,Nagarbhavi,2,956.0,2.0,49.0
5305,Nagarbhavi,2,1200.0,2.0,150.0
5308,Nagarbhavi,2,1145.0,2.0,40.0
5309,Nagarbhavi,1,300.0,1.0,20.0
5310,Nagarbhavi,4,1250.0,3.0,175.0
5311,Nagarbhavi,1,710.0,2.0,40.0
5313,Nagarbhavi,2,1212.0,2.0,50.0
5314,Nagarbhavi,2,1020.0,2.0,55.0
5316,Nagarbhavi,2,1120.0,2.0,53.0
5318,Nagarbhavi,2,1146.0,2.0,50.0
5320,Nagarbhavi,2,1190.0,2.0,63.0
5322,Nagarbhavi,2,1050.0,2.0,80.0
5323,Nagarbhavi,5,2500.0,3.0,180.0
5325,Nagarbhavi,2,1250.0,3.0,170.0
5327,Nagarbhavi,3,1400.0,2.0,135.0
5329,Nagarbhavi,2,1100.0,2.0,46.2
5330,Nagarbhavi,2,1080.0,2.0,49.0
5331,Nagarbhavi,4,1800.0,3.0,180.0
5332,Nagarbhavi,2,1225.0,2.0,58.0
5333,Nagasandra,2,980.0,2.0,48.0
5334,Nagasandra,4,2400.0,4.0,145.0
5335,Nagasandra,4,7000.0,8.0,450.0
5336,Nagasandra,3,1650.0,3.0,95.0
5337,Nagasandra,2,1500.0,2.0,91.0
5338,Nagavara,1,400.0,1.0,14.0
5339,Nagavara,4,2172.65,3.0,120.0
5341,Nagavara,3,2319.0,3.0,180.0
5342,Nagavara,3,2430.0,4.0,180.0
5343,Nagavara,2,936.0,2.0,40.2
5344,Nagavara,2,1125.0,2.0,44.5
5345,Nagavara,2,1315.0,2.0,70.0
5346,Nagavara,2,1077.0,2.0,50.0
5347,Nagavara,4,2496.0,4.0,125.0
5348,Nagavara,2,1110.0,2.0,44.95
5349,Nagavara,2,1247.0,2.0,58.56
5350,Nagavarapalya,2,1392.0,2.0,99.0
5351,Nagavarapalya,1,705.0,1.0,52.5
5352,Nagavarapalya,3,1300.0,3.0,80.0
5353,Nagavarapalya,1,705.0,1.0,57.0
5354,Nagavarapalya,1,705.0,1.0,55.0
5355,Nagavarapalya,1,705.0,1.0,57.0
5356,Nagavarapalya,2,1335.0,2.0,110.0
5357,Nagavarapalya,2,1260.0,2.0,85.5
5358,Narayanapura,2,1308.0,2.0,89.04
5359,Narayanapura,3,1566.0,3.0,83.3
5360,Narayanapura,3,1485.0,3.0,85.0
5361,Narayanapura,2,1302.0,2.0,69.1
5362,Narayanapura,2,1308.0,2.0,89.04
5363,Narayanapura,3,2357.0,3.0,135.0
5364,Narayanapura,3,2357.0,3.0,135.0
5365,Narayanapura,2,1469.0,2.0,99.14
5366,Neeladri Nagar,2,1053.0,2.0,45.0
5367,Neeladri Nagar,2,1363.0,2.0,68.0
5368,Neeladri Nagar,3,2556.0,3.0,133.0
5369,Neeladri Nagar,1,674.0,1.0,21.0
5370,Neeladri Nagar,1,527.0,1.0,26.0
5371,Neeladri Nagar,3,1167.0,2.0,38.0
5372,Neeladri Nagar,2,1060.0,2.0,35.0
5373,Neeladri Nagar,1,640.0,1.0,20.5
5374,Neeladri Nagar,10,4000.0,12.0,160.0
5375,Neeladri Nagar,2,1105.0,2.0,30.0
5376,Neeladri Nagar,2,1100.0,2.0,30.0
5377,Neeladri Nagar,3,2111.0,3.0,103.0
5378,Nehru Nagar,3,1775.0,3.0,110.0
5379,Nehru Nagar,4,2363.0,5.0,120.0
5380,Nehru Nagar,4,2342.0,3.0,115.0
5381,Nehru Nagar,2,967.0,2.0,41.1
5382,Nehru Nagar,3,1374.0,3.0,72.0
5383,Nehru Nagar,3,1674.0,3.0,90.0
5384,Nehru Nagar,3,1269.0,2.0,63.0
5385,Nehru Nagar,2,1100.0,2.0,50.0
5386,Nehru Nagar,3,1674.0,3.0,81.0
5387,OMBR Layout,3,2420.0,3.0,185.0
5388,OMBR Layout,2,1078.0,2.0,65.0
5389,OMBR Layout,2,1101.0,2.0,65.5
5390,OMBR Layout,2,1041.0,2.0,65.5
5391,OMBR Layout,2,1300.0,2.0,80.0
5392,OMBR Layout,2,1085.0,2.0,64.0
5393,OMBR Layout,3,1855.0,3.0,145.0
5394,OMBR Layout,2,1050.0,2.0,48.0
5396,OMBR Layout,2,1165.0,2.0,88.5
5397,OMBR Layout,2,1101.0,2.0,66.0
5398,OMBR Layout,4,3400.0,4.0,275.0
5400,Old Airport Road,4,2732.0,4.0,204.0
5402,Old Airport Road,4,3356.0,4.0,251.0
5403,Old Airport Road,2,1206.0,2.0,75.0
5404,Old Airport Road,4,2774.0,4.0,207.0
5405,Old Airport Road,4,2690.0,4.0,191.0
5406,Old Airport Road,4,2690.0,4.0,199.0
5407,Old Airport Road,2,1655.0,2.0,97.65
5408,Old Airport Road,2,1075.0,2.0,60.0
5409,Old Airport Road,3,1858.0,2.0,167.0
5410,Old Airport Road,2,1150.0,2.0,90.0
5411,Old Airport Road,4,2690.0,4.0,191.0
5412,Old Airport Road,4,2658.0,5.0,187.0
5413,Old Airport Road,2,946.0,2.0,58.0
5414,Old Airport Road,4,2774.0,4.0,208.0
5415,Old Airport Road,4,2774.0,4.0,208.0
5416,Old Airport Road,4,3200.0,4.0,280.0
5417,Old Airport Road,4,2690.0,4.0,201.0
5418,Old Airport Road,2,1145.0,2.0,75.0
5419,Old Airport Road,4,2732.0,4.0,194.0
5420,Old Airport Road,4,2658.0,5.0,189.0
5421,Old Airport Road,4,2774.0,4.0,197.0
5422,Old Airport Road,4,3496.0,4.0,262.0
5423,Old Airport Road,4,2774.0,4.0,197.0
5424,Old Airport Road,4,2732.0,4.0,204.0
5425,Old Airport Road,3,1798.0,3.0,150.0
5426,Old Airport Road,4,2774.0,4.0,208.0
5427,Old Airport Road,2,1184.0,2.0,78.0
5428,Old Airport Road,4,3504.0,4.0,262.0
5429,Old Airport Road,2,1055.0,2.0,75.0
5430,Old Madras Road,3,1425.0,2.0,94.0
5431,Old Madras Road,4,3715.0,6.0,224.5
5434,Old Madras Road,2,935.0,2.0,45.0
5436,Old Madras Road,3,1720.0,3.0,100.0
5437,Old Madras Road,2,1200.0,2.0,72.0
5438,Old Madras Road,2,1225.0,2.0,53.55
5439,Old Madras Road,2,1100.0,2.0,70.0
5440,Old Madras Road,3,2760.0,5.0,157.0
5441,Old Madras Road,2,1171.0,2.0,75.0
5442,Old Madras Road,2,935.0,2.0,45.0
5443,Old Madras Road,5,4500.0,7.0,294.0
5445,Old Madras Road,2,1065.0,2.0,47.86
5446,Old Madras Road,4,2010.0,3.0,125.0
5448,Old Madras Road,3,1480.0,2.0,84.0
5449,Old Madras Road,3,2990.0,5.0,210.0
5450,Old Madras Road,2,1210.0,2.0,74.0
5451,Old Madras Road,2,1171.0,2.0,72.0
